Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes
13917,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5057,3,1991,Male,3,5 ,5,27
13918,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,4770,2,1980,Male,2,15 ,15,27
13919,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4740,2,1967,Male,2,16 ,16,27
13920,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5382,2,1981,Male,2,14 ,14,27
13921,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,4318,2,1968,Other,2,6 ,6,26
13922,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5476,2,1990,Male,2,4 ,4,27
13923,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3123,3,1981,Female,3,3 ,3,27
13924,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5373,3,1983,Male,3,6 ,6,27
13925,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5358,2,1977,Male,2,9 ,9,26
13926,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4553,3,1987,Male,3,10 ,10,27
13927,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5569,2,1982,Male,2,3 ,3,27
13928,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4837,2,1982,Male,2,7 ,7,27
13929,6 minutes,81,Berry St at 4th St,104,4th St at 16th St,2400,2,1995,Female,2,6 ,6,27
13930,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5566,2,1967,Male,2,8 ,8,26
13931,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4755,1,1983,Male,1,8 ,8,27
13932,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1698,3,1953,Male,3,6 ,6,26
13933,4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4738,3,1984,Male,3,4 ,4,27
13934,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,6147,3,1981,Male,3,4 ,4,27
13935,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5009,2,1977,Male,2,3 ,3,27
13936,27 minutes,81,Berry St at 4th St,122,19th St at Mission St,5487,1,1978,Male,1,27 ,27,27
13937,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),500,3,1958,Female,3,12 ,12,26
13938,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4714,2,1977,Female,2,9 ,9,27
13939,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5373,2,1979,Male,2,15 ,15,27
13940,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4991,2,1988,Male,2,11 ,11,27
13941,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1594,1,1968,Male,1,10 ,10,26
13942,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5565,2,1981,Male,2,10 ,10,27
13943,8 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),1888,3,1981,Male,3,8 ,8,27
13944,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,2068,2,1990,Female,2,10 ,10,27
13945,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5136,1,1986,Male,1,10 ,10,27
13946,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4928,2,1966,Male,2,10 ,10,26
13947,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4318,2,1991,Female,2,9 ,9,27
13948,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5410,3,1986,Male,3,7 ,7,27
13949,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1852,3,1971,Male,3,10 ,10,27
13950,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4813,3,1967,Male,3,7 ,7,27
13951,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5314,2,1982,Male,2,10 ,10,27
13952,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4603,2,1987,Male,2,8 ,8,27
13953,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,220,2,1988,Male,2,3 ,3,27
13954,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5305,2,1983,Female,2,3 ,3,26
13955,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4995,2,1983,Male,2,2 ,2,27
13956,4 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,5205,2,1962,Male,2,4 ,4,27
13957,8 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4983,2,1988,Male,2,8 ,8,26
13958,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4974,2,1965,Male,2,4 ,4,27
13959,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4553,2,1975,Male,2,4 ,4,27
13960,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,4771,1,1953,Male,1,2 ,2,27
13961,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4838,2,1965,Male,2,8 ,8,27
13962,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4432,2,1982,Male,2,2 ,2,27
13963,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5534,1,1988,Male,1,16 ,16,27
13964,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4572,3,1985,Male,3,5 ,5,27
13965,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4725,2,1978,Male,2,2 ,2,26
13966,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4714,2,1961,Male,2,11 ,11,27
13967,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4654,2,1997,Female,2,13 ,13,27
13968,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5217,1,1970,Male,1,7 ,7,26
13969,17 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,2119,2,1977,Female,2,17 ,17,26
13970,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5464,2,1970,Male,2,6 ,6,27
13971,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4733,1,1989,Male,1,8 ,8,26
13972,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4944,2,1993,Male,2,6 ,6,27
13973,24 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,4438,3,1975,Male,3,24 ,24,27
13974,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5239,2,1986,Male,2,8 ,8,27
13975,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4626,3,1988,Male,3,6 ,6,26
13976,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5411,2,1981,Male,2,5 ,5,26
13977,4 minutes,81,Berry St at 4th St,81,Berry St at 4th St,500,2,1981,Male,2,4 ,4,26
13978,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4734,1,1983,Male,1,9 ,9,27
13979,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,5386,2,1985,Male,2,15 ,15,26
13980,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,4755,3,1980,Female,3,4 ,4,27
13981,10 minutes,22,Howard St at Beale St,104,4th St at 16th St,4959,3,1979,Male,3,10 ,10,27
13982,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4974,3,1974,Male,3,9 ,9,27
13983,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5570,1,1985,Male,1,9 ,9,26
13984,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5476,2,1986,Male,2,6 ,6,27
13985,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5380,3,1996,Female,3,9 ,9,26
13986,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5142,2,1985,Male,2,8 ,8,26
13987,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5047,3,1980,Male,3,6 ,6,26
13988,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,335,2,1990,Female,2,3 ,3,27
13989,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3258,2,1964,Female,2,7 ,7,26
13990,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5539,2,1965,Male,2,1 ,1,26
13991,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1252,1,1976,Male,1,11 ,11,27
13992,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4795,3,1991,Male,3,8 ,8,27
13993,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5386,2,1964,Male,2,11 ,11,27
13994,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5488,1,1956,Male,1,9 ,9,27
13995,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5460,3,1979,Female,3,3 ,3,26
13996,10 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4979,3,1974,Female,3,10 ,10,27
13997,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5531,1,1972,Male,1,4 ,4,26
13998,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2193,3,1993,Male,3,3 ,3,27
13999,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5238,1,1981,Male,1,3 ,3,26
14000,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5385,1,1986,Male,1,17 ,17,27
14001,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5348,1,1985,Male,1,8 ,8,27
14002,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2977,1,1972,Female,1,14 ,14,27
14003,10 minutes,16,Steuart St at Market St,104,4th St at 16th St,5535,2,1973,Female,2,10 ,10,26
14004,7 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,176,2,1971,Male,2,7 ,7,27
14005,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5460,2,1984,Male,2,8 ,8,26
14006,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5335,1,1978,Male,1,6 ,6,26
14007,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4979,3,1988,Male,3,7 ,7,26
14008,11 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5019,2,1984,Male,2,11 ,11,27
14009,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2663,3,1978,Male,3,6 ,6,26
14010,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5348,1,1995,Male,1,7 ,7,27
14011,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3444,2,1988,Female,2,4 ,4,27
14012,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5282,2,1982,Male,2,9 ,9,27
14013,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5014,2,1982,Male,2,6 ,6,27
14014,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5290,3,1985,Male,3,8 ,8,27
14015,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,4744,3,1990,Male,3,3 ,3,27
14016,8 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,5389,3,1975,Male,3,8 ,8,27
14017,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5047,2,1982,Male,2,8 ,8,27
14018,7 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,5232,3,1987,Male,3,7 ,7,27
14019,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5238,2,1980,Male,2,4 ,4,26
14020,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,5182,3,1960,Male,3,6 ,6,26
14021,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4944,2,1947,Male,2,3 ,3,26
14022,13 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5355,2,1988,Male,2,13 ,13,27
14023,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5487,2,1988,Male,2,6 ,6,26
14024,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4629,2,1968,Male,2,4 ,4,26
14025,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4747,2,1961,Female,2,4 ,4,26
14026,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2489,2,1971,Male,2,14 ,14,26
14027,4 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,2367,2,1977,Male,2,4 ,4,26
14028,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5431,3,1992,Male,3,8 ,8,27
14029,7 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,4675,3,1983,Male,3,7 ,7,27
14030,4 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4737,2,1982,Female,2,4 ,4,26
14031,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,500,1,1988,Male,1,8 ,8,26
14032,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5023,2,1994,Male,2,9 ,9,27
14033,4 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4752,2,1979,Male,2,4 ,4,26
14034,3 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),4728,2,1990,Female,2,3 ,3,27
14035,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4517,2,1992,Female,2,4 ,4,27
14036,16 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5250,2,1995,Male,2,16 ,16,27
14037,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5054,3,1995,Male,3,8 ,8,27
14038,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4983,2,1998,Male,2,6 ,6,26
14039,16 minutes,3,Powell St BART Station (Market St at 4th St),127,Valencia St at 21st St,5313,3,1990,Male,3,16 ,16,27
14040,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,5063,2,1990,Male,2,6 ,6,27
14041,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5222,2,1993,Female,2,5 ,5,27
14042,7 minutes,22,Howard St at Beale St,61,Howard St at 8th St,5490,2,1988,Other,2,7 ,7,27
14043,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5242,2,1992,Male,2,8 ,8,27
14044,5 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,4319,1,1999,Male,1,5 ,5,27
14045,13 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,5025,2,1984,Female,2,13 ,13,27
14046,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,4725,2,1993,Male,2,10 ,10,27
14047,16 minutes,16,Steuart St at Market St,345,Hubbell St at 16th St,5541,3,1995,Female,3,16 ,16,27
14048,5 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5282,2,1995,Male,2,5 ,5,26
14049,5 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5505,3,1995,Male,3,5 ,5,27
14050,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5063,2,1993,Male,2,1 ,1,26
14051,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,4604,1,1987,Male,1,8 ,8,27
14052,9 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4813,1,1992,Male,1,9 ,9,27
14053,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5157,2,1984,Male,2,8 ,8,26
14054,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4586,2,1994,Male,2,5 ,5,27
14055,13 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5373,2,1992,Female,2,13 ,13,27
14056,12 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,5338,2,1982,Male,2,12 ,12,26
14057,8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,5266,2,1986,Male,2,8 ,8,26
14058,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5559,1,1989,Male,1,23 ,23,27
14059,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4586,2,1978,Male,2,9 ,9,26
14060,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4797,2,1977,Male,2,9 ,9,26
14061,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5572,2,1972,Male,2,4 ,4,26
14062,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,3356,1,1966,Male,1,7 ,7,26
14063,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,1252,2,1992,Male,2,4 ,4,27
14064,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4356,1,1984,Male,1,11 ,11,27
14065,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),101,15th St at Potrero Ave,4358,2,1992,Female,2,8 ,8,26
14066,14 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,4810,3,1989,Male,3,14 ,14,27
14067,2 minutes,3,Powell St BART Station (Market St at 4th St),34,Father Alfred E Boeddeker Park,4951,3,2000,Male,3,2 ,2,27
14068,5 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,5265,3,1993,Male,3,5 ,5,27
14069,11 minutes,16,Steuart St at Market St,58,Market St at 10th St,4937,1,1999,Female,1,11 ,11,26
14070,28 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),4726,2,1987,Male,2,28 ,28,26
14071,14 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,5423,2,1988,Female,2,14 ,14,27
14072,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,5229,1,1986,Male,1,9 ,9,27
14073,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,3432,3,1989,Male,3,4 ,4,27
14074,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5506,2,1987,Male,2,4 ,4,27
14075,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,385,2,1991,Female,2,2 ,2,26
14076,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,5444,3,1995,Female,3,6 ,6,26
14077,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,5228,2,1994,Male,2,13 ,13,27
14078,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,5416,2,1990,Male,2,16 ,16,27
14079,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5576,2,1996,Male,2,10 ,10,27
14080,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5383,2,1975,Male,2,4 ,4,26
14081,100 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,5016,2,1997,Female,2,100 ,100,27
14082,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5048,3,1988,Male,3,4 ,4,26
14083,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4995,2,1988,Male,2,5 ,5,26
14084,32 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,4818,2,1985,Male,2,32 ,32,27
14085,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5482,1,1984,Male,1,3 ,3,26
14086,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4603,1,1995,Male,1,3 ,3,27
14087,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5539,2,1984,Male,2,6 ,6,27
14088,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4603,1,1984,Male,1,9 ,9,26
14089,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5029,2,1989,Female,2,11 ,11,27
14090,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5576,2,1989,Male,2,8 ,8,27
14091,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5018,2,1990,Male,2,3 ,3,27
14092,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,2663,2,1977,Female,2,16 ,16,27
14093,11 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,4945,1,1986,Male,1,11 ,11,27
14094,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1686,2,1970,Male,2,10 ,10,27
14095,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5173,2,1986,Male,2,11 ,11,27
14096,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4797,1,1989,Male,1,9 ,9,26
14097,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5282,3,1981,Male,3,8 ,8,27
14098,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5063,3,1967,Male,3,6 ,6,27
14099,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5242,3,1991,Male,3,8 ,8,27
14100,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4395,2,1986,Female,2,9 ,9,27
14101,11 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4799,2,1995,Male,2,11 ,11,26
14102,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5247,2,1994,Male,2,7 ,7,26
14103,10 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5205,2,1991,Female,2,10 ,10,27
14104,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5329,2,1989,Male,2,9 ,9,27
14105,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4608,3,1989,Male,3,17 ,17,26
14106,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4846,2,1990,Male,2,9 ,9,27
14107,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),285,Webster St at O'Farrell St,4659,3,1982,Male,3,16 ,16,27
14108,21 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,5488,2,1993,Male,2,21 ,21,26
14109,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,4572,3,1992,Female,3,15 ,15,27
14110,13 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,5474,3,1995,Female,3,13 ,13,26
14111,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4395,1,1967,Male,1,9 ,9,27
14112,18 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,5476,3,1984,Female,3,18 ,18,27
14113,12 minutes,22,Howard St at Beale St,78,Folsom St at 9th St,2917,1,1989,Male,1,12 ,12,27
14114,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,5529,2,1989,Male,2,18 ,18,27
14115,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),439,3,1986,Male,3,9 ,9,26
14116,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),28,The Embarcadero at Bryant St,5462,3,1993,Male,3,6 ,6,27
14117,9 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5020,3,1976,Female,3,9 ,9,27
14118,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),1603,3,1992,Male,3,15 ,15,26
14119,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4517,1,1993,Female,1,6 ,6,26
14120,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5213,2,1981,Male,2,15 ,15,27
14121,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5229,2,1983,Male,2,9 ,9,27
14122,14 minutes,81,Berry St at 4th St,10,Washington St at Kearny St,4939,2,1983,Female,2,14 ,14,27
14123,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),98,Valencia St at 16th St,4571,3,1996,Female,3,14 ,14,27
14124,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4758,1,1985,Male,1,5 ,5,26
14125,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),55,Webster St at Grove St,5524,2,1977,Male,2,16 ,16,27
