,id,department,job,name
69640,172,Directing,Director,William Shatner
69644,172,Writing,Screenplay,David Loughery
69645,172,Camera,Director of Photography,Andrew Laszlo
69649,21972,Editing,Editor,Peter E. Berger
69653,21972,Costume & Make-Up,Costume Design,Mary Jane Fort
69654,21972,Production,Producer,Barry Josephson
69655,21972,Art,Set Decoration,Suzette Sheets
69657,21972,Production,Producer,Peter Heller
69658,21972,Directing,Director,John Schultz
69660,21972,Writing,Screenplay,Jordan Moffet
69665,21972,Production,Executive Producer,Gregg Winik
69668,36593,Production,Producer,Robert K. Weiss
69670,36593,Writing,Writer,David Zucker
69671,36593,Directing,Director,Peter Segal
69674,36593,Production,Executive Producer,Gil Netter
69676,36593,Camera,Director of Photography,Robert M. Stevens
69677,36593,Production,Producer,Robert LoCash
69679,36593,Production,Producer,Michael Ewing
69688,707,Directing,Director,John Glen
69690,707,Production,Producer,Tom Pevsner
69695,707,Writing,Screenplay,Michael G. Wilson
69696,707,Production,Producer,Michael G. Wilson
69697,533,Directing,Director,Nick Park
69702,533,Directing,Director,Steve Box
69705,533,Writing,Screenplay,Mark Burton
69708,533,Production,Casting,Brendan Donnison
69709,533,Production,Producer,Peter Lord
69714,533,Visual Effects,Animation Supervisor,Loyd Price
69715,533,Visual Effects,Animation,Christopher Sadler
69716,533,Visual Effects,Animation,Fabrice Joubert
69717,533,Crew,Post Production Supervisor,Michael Solinger
69718,533,Visual Effects,Animation,Lee Wilton
69721,533,Production,Producer,Claire Jennings
69723,533,Editing,Editor,David McCormick
69725,533,Art,Production Design,Phil Lewis
69726,533,Visual Effects,Animation,Terry Brain
69728,533,Production,Executive Producer,Michael Rose
69730,533,Crew,Thanks,Pilar Flynn
69735,533,Visual Effects,Animation,Teresa Drilling
69746,533,Visual Effects,Animation,Wendy Griffiths
69748,533,Visual Effects,Animation,Andy Symanowski
69750,533,Visual Effects,Animation,Jean-Philippe Vine
69751,533,Visual Effects,Animation,Claire Billet
69753,533,Visual Effects,Animation,Suzy Parr
69754,533,Visual Effects,Animation,Sara Barbas
69756,533,Visual Effects,Animation,Maria Hopkinson-Hassell
69758,533,Visual Effects,Animation,Virpi Kettu
69765,533,Production,Casting,Vanessa Baker
69766,6023,Production,Producer,Wendy Finerman
69767,6023,Directing,Director,Richard LaGravenese
69768,6023,Writing,Screenplay,Richard LaGravenese
69774,6023,Production,Producer,Broderick Johnson
69777,6023,Production,Executive Producer,John H. Starke
69780,6023,Production,Executive Producer,Donald A. Starr
69781,6023,Production,Executive Producer,Daniel J.B. Taylor
69782,6023,Camera,Director of Photography,Terry Stacey
69783,6023,Costume & Make-Up,Costume Design,Cindy Evans
69785,6439,Camera,Director of Photography,David Eggby
69787,6439,Directing,Director,Frederik Du Chau
69789,6439,Writing,Screenplay,David Schmidt
69798,4347,Directing,Director,Joe Wright
69804,4347,Art,Set Decoration,Katie Spencer
69806,4347,Crew,Stunt Coordinator,Lee Sheward
69810,4347,Directing,Assistant Director,Josh Robertson
69818,4347,Costume & Make-Up,Hairstylist,Deborah Jarvis
69821,4347,Production,Production Manager,Simon Fraser
69825,37056,Production,Producer,Ellen Barkin
69826,37056,Art,Supervising Art Director,Stefano Maria Ortolani
69828,37056,Production,Producer,Patrick Wachsberger
69831,37056,Directing,Director,Gary Winick
69837,37056,Camera,Director of Photography,Marco Pontecorvo
69839,37056,Production,Producer,Eric Feig
69841,37056,Production,Casting,Béatrice Kruger
69842,37056,Production,Casting,Cindy Tolan
69845,37056,Costume & Make-Up,Makeup Artist,Carla Vicenzino
69847,37056,Directing,Script Supervisor,Charlotte Fontijn
69848,4105,Sound,Original Music Composer,Hans Zimmer
69849,4105,Directing,Director,Ridley Scott
69851,4105,Editing,Editor,Tom Rolf
69854,4105,Camera,Director of Photography,Jan de Bont
69857,4105,Art,Set Decoration,Leslie Bloom
69863,4105,Writing,Author,Craig Bolotin
69867,4105,Production,Producer,Sherry Lansing
69868,4105,Production,Line Producer,Yosuke Mizuno
69870,4105,Production,Casting Assistant,Debi Manwiller
69872,4105,Crew,Pilot,Al Cerullo
69881,4105,Art,Set Designer,James R. Bayliss
69884,4105,Art,Set Designer,Robert Maddy
69887,4105,Production,Location Manager,Kazuaki Enomoto
69895,76489,Directing,Director,Bobby Farrelly
69897,76489,Directing,Director,Peter Farrelly
69898,76489,Production,Producer,Bradley Thomas
69901,76489,Editing,Editor,Sam Seig
69902,3933,Directing,Director,Tim Burton
69905,3933,Sound,Original Music Composer,Danny Elfman
69906,3933,Editing,Editor,Chris Lebenzon
69912,3933,Production,Casting,Ruth Lambert
69915,3933,Directing,Director,Mike Johnson
69917,3933,Writing,Characters,Carlos Grangel
69918,3933,Production,Producer,Allison Abbate
69921,3933,Art,Art Direction,Nelson Lowry
69923,3933,Production,Production Manager,Harry Linden
69924,3933,Production,Casting,Brendan Donnison
69926,3933,Writing,Storyboard,Chris Butler
69927,3933,Visual Effects,Animation,Michael Schlingmann
69930,3933,Production,Associate Producer,Derek Frey
69933,3933,Visual Effects,Animation,Tim Watts
69934,3933,Writing,Storyboard,Tim Watts
69940,3933,Visual Effects,Animation,Tim Allen
69942,3933,Visual Effects,Animation,Joanne Chalkley
69944,3933,Visual Effects,Animation,Phil Dale
69949,3933,Visual Effects,Animation,Anthony Farquhar-Smith
69954,3933,Visual Effects,Animation,Malcolm Lamont
69956,3933,Visual Effects,Animation,Matt Palmer
69959,3933,Visual Effects,Animation,Trey Thomas
69965,3933,Visual Effects,Animation Department Coordinator,Portia Wilson
69971,3933,Writing,Storyboard,Matt Jones
69973,3933,Writing,Storyboard,Emily Mantell
69976,3933,Camera,First Assistant Camera,Rupert Davies
69981,9918,Production,Executive Producer,Mike Stenson
69983,9918,Production,Producer,Pat Sandston
69984,9918,Sound,Original Music Composer,Trevor Rabin
69985,9918,Camera,Director of Photography,Jeffrey L. Kimball
69986,9918,Editing,Editor,John Wright
69992,9918,Directing,Director,James Gartner
69993,9918,Production,Executive Producer,Andy Given
69994,9918,Writing,Author,Chris Cleveland
69996,9918,Editing,Editor,Jason Hellmann
70001,273481,Camera,Director of Photography,Roger Deakins
70003,273481,Production,Casting,Francine Maisler
70004,273481,Production,Producer,Edward McDonnell
70005,273481,Costume & Make-Up,Costume Design,Renée April
70010,273481,Production,Executive Producer,Basil Iwanyk
70011,273481,Production,Producer,Thad Luckinbill
70016,273481,Directing,Director,Denis Villeneuve
70018,273481,Editing,Editor,Joe Walker
70020,273481,Production,Line Producer,Stacy Perskie
70021,273481,Sound,Music Editor,Joseph S. DeBeasi
70022,273481,Art,Supervising Art Director,Paul D. Kelly
70025,273481,Art,Art Direction,Bjarne Sletteland
70028,273481,Sound,Sound Designer,Tom Ozanich
70031,273481,Camera,Still Photographer,Richard Foreman Jr.
70032,273481,Crew,Special Effects,Stan Blackwell
70033,273481,Editing,Digital Intermediate,Lisa Tutunjian
70038,273481,Costume & Make-Up,Hair Department Head,Jennifer Bell
70041,273481,Editing,Digital Intermediate,Robert E. Phillips
70043,273481,Costume & Make-Up,Assistant Costume Designer,Cassidy Zachary
70044,273481,Production,Producer,Trent Luckinbill
70045,273481,Production,Associate Producer,Emma McGill
70050,273481,Sound,Music Supervisor,Jonathan Watkins
70063,273481,Visual Effects,Visual Effects Supervisor,Luis Montemayor
70065,307081,Production,Executive Producer,Bob Weinstein
70067,307081,Sound,Original Music Composer,James Horner
70072,307081,Directing,Director,Antoine Fuqua
70073,307081,Production,Producer,Antoine Fuqua
70078,307081,Editing,Editor,John Refoua
70079,307081,Production,Executive Producer,Stuart Parr
70081,307081,Production,Executive Producer,Dylan Sellers
70082,307081,Production,Executive Producer,David Ranes
70085,307081,Costume & Make-Up,Hairstylist,Karen Lovell
70088,307081,Production,Executive Producer,David J. Bloomfield
70091,307081,Directing,Script Supervisor,Deirdre Horgan
70096,307081,Production,Producer,Peter Riche
70097,307081,Production,Executive Producer,Gary Cheng
70105,16871,Directing,Director,Sam Raimi
70106,16871,Writing,Writer,Sam Raimi
70111,16871,Sound,Original Music Composer,Christopher Young
70114,16871,Production,Producer,Robert Tapert
70116,16871,Costume & Make-Up,Costume Supervisor,Nancy Au
70118,16871,Production,Executive Producer,Nathan Kahane
70119,16871,Costume & Make-Up,Makeup Artist,Michael F. Blake
70124,16871,Crew,Makeup Effects,Howard Berger
70127,16871,Crew,Visual Effects Editor,Sean Valla
70129,16871,Art,Set Decoration,Don Diers
70133,16871,Camera,Still Photographer,Melissa Moseley
70140,16871,Sound,ADR & Dubbing,Carin Rogers
70146,16871,Sound,Supervising Sound Editor,Paul N.J. Ottosson
70149,16871,Editing,Digital Intermediate,Erik Rogers
70151,16871,Visual Effects,Visual Effects Producer,Jennifer Hutcheon
70154,16871,Sound,ADR & Dubbing,Michael J. Benavente
70155,16871,Editing,Digital Intermediate,Kamila Baghernejad
70157,16871,Costume & Make-Up,Hairstylist,Janice Alexander
70158,16871,Art,Construction Coordinator,Steve A. Hagberg
70162,16871,Art,Art Department Coordinator,Michael A. Truesdale
70164,16871,Art,Assistant Art Director,Steven Samanen
70166,16871,Art,Sculptor,Dewaldt Hicks
70168,16871,Crew,Special Effects Coordinator,Chris Burton
70170,16871,Crew,Visual Effects Editor,Jody Fedele
70173,16871,Visual Effects,Visual Effects Producer,Reid Paul
70177,16871,Visual Effects,Visual Effects Supervisor,Jason Howey
70180,16871,Visual Effects,Visual Effects Supervisor,Thomas Schelesny
70181,16871,Crew,Stunt Coordinator,Randy Beckman
70184,293863,Production,Producer,Tom Rosenberg
70193,293863,Production,Producer,Sidney Kimmel
70194,293863,Directing,Director,Lee Toland Krieger
70196,293863,Writing,Story,J. Mills Goodloe
70206,13156,Directing,Director,Tim McCanlies
70208,41233,Directing,Director,Jon M. Chu
70209,41233,Writing,Characters,Duane Adler
70213,9266,Production,Producer,Brian Grazer
70216,9266,Art,Set Decoration,Meg Everist
70217,9266,Writing,Screenplay,John Stockwell
70218,9266,Directing,Director,John Stockwell
70223,9266,Production,Executive Producer,Louis G. Friedman
70224,9266,Production,Executive Producer,Kathy Jones
70226,9266,Editing,Editor,Emma E. Hickox
70227,9266,Art,Art Direction,Denise Hudson
70233,1262,Directing,Director,Marc Forster
70236,1262,Writing,Screenplay,Zach Helm
70242,1262,Production,Unit Production Manager,Eric Kopeloff
70244,1262,Directing,Assistant Director,James Giovannetti Jr.
70246,1262,Crew,Post Production Supervisor,C. Cory M. McCrum-Abdo
70248,1262,Sound,Original Music Composer,Britt Daniel
70253,1262,Directing,Assistant Director,Peter Thorell
70254,4513,Writing,Screenplay,Stuart Beattie
70255,4513,Art,Art Direction,Mark Robins
70257,4513,Production,Casting,Mary Vernieu
70259,4513,Production,Producer,Sam Raimi
70261,4513,Production,Executive Producer,Mike Richardson
70263,4513,Production,Executive Producer,Nathan Kahane
70264,4513,Directing,Director,David Slade
70266,4513,Camera,Director of Photography,Jo Willems
70267,4513,Editing,Editor,Art Jones
70271,4513,Art,Production Design,Paul D. Austerberry
70284,4513,Camera,Still Photographer,Steve Unwin
70286,4513,Art,Set Designer,Simon Elsley
70288,4513,Crew,Property Master,Matt Cornelius
70291,4513,Visual Effects,Visual Effects Producer,Rebecca Downes
70292,4513,Visual Effects,Visual Effects Producer,Fiona Webb
70308,22970,Sound,Foley,Lucy Sustar
70311,22970,Writing,Screenplay,Joss Whedon
70316,22970,Directing,Director,Drew Goddard
70317,22970,Writing,Screenplay,Drew Goddard
70318,22970,Art,Production Design,Martin Whist
70329,22970,Costume & Make-Up,Costume Design,Shawna Trpcic
70332,22970,Art,Set Decoration,Hamish Purdy
70333,22970,Art,Construction Coordinator,Glenn Woodruff
70340,22970,Crew,Transportation Coordinator,Blue Angus
70345,22970,Art,Greensman,Glenn Foerster
70351,22970,Editing,Digital Intermediate,Lisa Tutunjian
70359,22970,Costume & Make-Up,Hairstylist,Kandace Loewen
70361,22970,Art,Art Department Coordinator,Jule Baanstra
70362,22970,Art,Set Designer,Allan Galajda
70363,22970,Art,Set Designer,Michael Toby
70369,22970,Visual Effects,Visual Effects Supervisor,Todd Shifflett
70371,22970,Camera,Camera Operator,Kirk R. Gardner
70373,22970,Camera,Helicopter Camera,A.J. Vesak
70381,22970,Crew,Stunts,Maja Aro
70382,7278,Production,Executive Producer,Arnon Milchan
70385,7278,Directing,Director,Jason Friedberg
70388,7278,Directing,Director,Aaron Seltzer
70390,7278,Production,Producer,Aaron Seltzer
70398,9013,Sound,Original Music Composer,Danny Elfman
70399,9013,Editing,Editor,Chris Lebenzon
70401,9013,Directing,Director,Martin Brest
70403,9013,Art,Art Direction,James J. Murakami
70408,9013,Visual Effects,Special Effects Supervisor,Roy Arbogast
70414,9013,Art,Construction Coordinator,Clarence Lynn Price
70416,865,Production,Casting,Jackie Burch
70420,865,Costume & Make-Up,Costume Design,Robert Blackman
70422,865,Camera,Director of Photography,Thomas Del Ruth
70425,865,Directing,Director,Paul Michael Glaser
70427,865,Production,Producer,Tim Zinnemann
70430,865,Editing,Editor,Edward A. Warschilka
70435,10776,Editing,Editor,John Jympson
70436,10776,Directing,Director,Frank Oz
70437,10776,Art,Art Direction,Steve Spence
70439,10776,Costume & Make-Up,Costume Design,Marit Allen
70440,10776,Art,Set Decoration,Tessa Davies
70441,10776,Camera,Director of Photography,Robert Paynter
70443,10776,Writing,Musical,Howard Ashman
70444,10776,Writing,Screenplay,Howard Ashman
70445,10776,Sound,Original Music Composer,Miles Goodman
70452,50456,Directing,Script Supervisor,Sheila Paige
70455,50456,Directing,Director,Joe Wright
70460,50456,Sound,Original Music Composer,The Chemical Brothers
70465,50456,Production,Producer,Marty Adelstein
70468,50456,Directing,Script Supervisor,Lori Wyant
70469,9823,Directing,Director,John R. Leonetti
70470,9823,Writing,Screenplay,Lawrence Kasanoff
70473,9823,Crew,Creator,John Tobias
70475,59861,Writing,Screenplay,Tom Hanks
70476,59861,Directing,Director,Tom Hanks
70478,59861,Production,Casting,Jeanne McCarthy
70479,59861,Art,Production Design,Victor Kempster
70484,59861,Production,Executive Producer,David Coatsworth
70486,59861,Editing,Editor,Alan Cody
70488,59861,Writing,Writer,Nia Vardalos
70489,59861,Production,Executive Producer,Steven Shareshian
70498,133805,Directing,Director,Kimberly Peirce
70502,133805,Art,Production Design,Carol Spier
70515,133805,Sound,Sound Re-Recording Mixer,Beau Borders
70516,133805,Sound,Sound Re-Recording Mixer,Andy Koyama
70520,133805,Camera,Camera Operator,Ian Anderson
70522,133805,Art,Art Direction,Nigel Churcher
70523,133805,Crew,Unit Publicist,Lisa Shamata
70528,133805,Editing,Dialogue Editor,John C. Stuver
70533,133805,Directing,Script Supervisor,Nadia Guglieri
70540,133805,Crew,Makeup Effects,Patrick Baxter
70543,133805,Art,Assistant Art Director,Itsuko Kurono
70548,133805,Visual Effects,VFX Production Coordinator,Naomi Foakes
70556,133805,Sound,Music Editor,Chris McGeary
70560,133805,Crew,Choreographer,Jeff Dimitriou
70566,12763,Production,Producer,Diane Nabatoff
70567,12763,Production,Producer,Christopher Godsick
70568,12763,Production,Executive Producer,Matt Moore
70572,12763,Editing,Editor,Robert Ivison
70573,12763,Directing,Director,Liz Friedlander
70574,12763,Writing,Screenplay,Dianne Houston
70579,9766,Editing,Editor,Joel Negron
70580,9766,Directing,Director,Phil Joanou
70582,9766,Production,Executive Producer,Lynwood Spinks
70585,9766,Production,Executive Producer,Ryan Kavanaugh
70586,9766,Writing,Author,Jeff Maguire
70588,9766,Camera,Director of Photography,Jeff Cutter
70591,14034,Directing,Director,Sam Weisman
70595,12244,Production,Producer,Jim Lemley
70604,12244,Directing,Director,Shane Acker
70610,12244,Camera,Still Photographer,Giles Keyte
70613,12244,Crew,Sound Recordist,Ronald G. Roumas
70614,12244,Sound,Sound Re-Recording Mixer,Gary Rizzo
70620,12244,Visual Effects,Visual Development,George Hull
70623,12244,Art,Set Designer,David Chow
70627,12244,Crew,Sound Recordist,Clint Smith
70628,12244,Visual Effects,Visual Effects Supervisor,Jeff Bell
70634,12244,Sound,Music Editor,Shie Rozow
70638,12244,Writing,Storyboard,Alex Hillkurtz
70640,12244,Writing,Storyboard,Aaron Clark
70645,12244,Art,Art Department Coordinator,Michael Verano
70647,12244,Visual Effects,Animation,Mike Dharney
70650,109421,Directing,Director,Steven Soderbergh
70651,109421,Camera,Director of Photography,Steven Soderbergh
70655,109421,Production,Producer,Scott Z. Burns
70658,109421,Production,Executive Producer,Douglas Hansen
70666,11137,Production,Casting,Gail Stevens
70670,11137,Editing,Editor,Steven Cohen
70674,11137,Writing,Screenplay,Michael Begler
70675,11137,Production,Producer,Mark Amin
70676,11137,Writing,Story,Mark Amin
70679,11137,Directing,Director,Martha Coolidge
70683,11137,Production,Executive Producer,Robin Schorr
70684,11137,Production,Executive Producer,Cami Winikoff
70687,11137,Costume & Make-Up,Makeup Artist,Katie Brennan
70694,11137,Directing,Assistant Director,Jakub Dvorak
70696,11137,Costume & Make-Up,Hairstylist,Rikke Dengso
70700,51162,Crew,Supervising Animator,Bruce W. Smith
70702,51162,Production,Producer,Peter Del Vecho
70704,51162,Crew,Supervising Animator,Eric Goldberg
70707,51162,Directing,Layout,Robert St. Pierre
70709,51162,Sound,ADR & Dubbing,G.W. Brown
70710,51162,Sound,Sound Effects Editor,Albert Gasser
70712,51162,Sound,Sound Re-Recording Mixer,Dean A. Zupancic
70713,51162,Sound,Sound Editor,Charles W. Ritter
70717,51162,Directing,Director,Stephen Anderson
70719,51162,Directing,Director,Don Hall
70722,51162,Writing,Story,Clio Chiang
70726,51162,Visual Effects,Animation,Nik Ranieri
70729,51162,Production,Associate Producer,Craig Sost
70732,51162,Sound,Sound Editor,Donald J. Malouf
70734,51162,Sound,Sound Recordist,Tighe Sheldon
70738,51162,Visual Effects,Visual Development,Joe Pitt
70739,51162,Directing,Layout,Jennifer Yuan
70744,51162,Directing,Layout,George Villaflor
70745,51162,Production,Production Supervisor,Kristen Caplan
70747,51162,Directing,Layout,Doug Walker
70757,51162,Writing,Storyboard,Don Dougherty
70759,51162,Writing,Storyboard,Brian Kesinger
70770,51162,Crew,Special Effects,George Stevens
70773,51162,Directing,Layout,Rasoul Azadani
70775,51162,Visual Effects,Animation,Russ Edmonds
70776,51162,Visual Effects,Animation,Brian Ferguson
70777,51162,Visual Effects,Animation,Mario Furmanczyk
70780,51162,Directing,Layout,Lam Hoang
70782,51162,Directing,Layout,Benoît Le Pennec
70783,51162,Visual Effects,Animation,Hyun Min Lee
70785,51162,Crew,Production Office Assistant,Garrett Prince
70791,10152,Editing,Editor,Lawrence Jordan
70794,10152,Directing,Director,Troy Miller
70797,10152,Writing,Screenplay,Robert Brener
70801,9452,Production,Casting,Jeanne McCarthy
70806,9452,Sound,Original Music Composer,Ennio Morricone
70809,9452,Directing,Director,Warren Beatty
70810,9452,Production,Producer,Warren Beatty
70816,9452,Directing,Script Supervisor,Kerry Lyn McKissick
70820,9452,Production,Production Coordinator,Brigette Lester
70825,239566,Editing,Editor,Michael McCusker
70840,239566,Directing,Director,Tate Taylor
70842,239566,Art,Production Design,Mark Ricker
70844,239566,Production,Executive Producer,Trish Hofmann
70849,239566,Camera,Still Photographer,D. Stevens
70850,239566,Production,Executive Producer,John Norris
70851,239566,Art,Set Decoration,Rena DeAngelo
70854,239566,Sound,Boom Operator,Craig Dollinger
70860,239566,Camera,Camera Operator,Will Arnot
70861,239566,Sound,Music Editor,Jordan Corngold
70863,239566,Sound,Sound Designer,Jason King
70865,239566,Sound,Sound mixer,Steven Morrow
70868,239566,Lighting,Gaffer,Colin J. Campbell
70869,53113,Directing,Director,Carl Franklin
70872,9271,Production,Executive Producer,Hawk Koch
70873,9271,Writing,Screenplay,Eric Bernt
70875,9271,Directing,Director,Brett Leonard
70878,4474,Camera,Director of Photography,Don Burgess
70879,4474,Production,Producer,Arnon Milchan
70883,4474,Directing,Director,Ivan Reitman
70884,4474,Costume & Make-Up,Costume Design,Laura Jean Shannon
70886,4474,Art,Set Decoration,Debra Schutt
70888,4474,Writing,Screenplay,Don Payne
70889,4474,Production,Executive Producer,Bill Carraro
70892,4474,Editing,Assistant Editor,Kris Cole
70894,184346,Production,Casting,Denise Chamian
70898,184346,Directing,Director,Scott Derrickson
70900,184346,Writing,Writer,Paul Harris Boardman
70903,184346,Crew,Stunt Coordinator,Lauro Chartrand
70905,184346,Crew,Special Effects Coordinator,Drew Jiritano
70907,184346,Lighting,Gaffer,Scott H. Ramsey
70909,184346,Editing,Dialogue Editor,David Williams
70916,184346,Sound,Sound Effects Editor,Jamie Hardt
70917,184346,Visual Effects,Visual Effects Producer,Raoul Bolognini
70920,184346,Production,Production Manager,Donna E. Bloom
70922,184346,Art,Construction Coordinator,Greg John Callas
70924,184346,Crew,Unit Publicist,Michael Singer
70929,184346,Art,Art Direction,Martin Sullivan
70934,184346,Costume & Make-Up,Makeup Artist,Linda Kaufman
70937,184346,Art,Assistant Art Director,Ruth Falco
70938,184346,Art,Assistant Art Director,Marie Lynn Wagner
70941,184346,Crew,Scenic Artist,Chris Bertholf
70943,184346,Crew,Scenic Artist,John S. Schlicter
70947,184346,Visual Effects,Visual Effects Producer,Niki Hillier
70955,184346,Camera,Camera Operator,Eric Leach
70957,184346,Crew,Second Unit Cinematographer,Lukasz Jogalla
70959,184346,Lighting,Gaffer,Bartolomé Pérez
70966,184346,Production,Location Manager,James D. Lee
70970,48340,Sound,Music,David Hirschfelder
70971,48340,Directing,Director,Alister Grierson
70974,48340,Writing,Writer,Andrew Wight
70975,48340,Production,Producer,Andrew Wight
70976,48340,Writing,Writer,John Garvin
70989,14846,Sound,Music,Christophe Beck
70990,14846,Directing,Director,Nick Hurran
70995,14846,Production,Producer,Deborah Schindler
70997,14846,Costume & Make-Up,Costume Design,Susie DeSanto
70998,14846,Editing,Editor,John Richards
71005,14846,Costume & Make-Up,Makeup Artist,Tricia Sawyer
71007,14846,Directing,Script Supervisor,Nancy Karlin
71015,72207,Production,Executive Producer,Richard Vane
71016,72207,Directing,Director,Nicholas Stoller
71019,72207,Art,Art Direction,John B. Josselyn
71022,16232,Editing,Editor,Bill Pankow
71028,16232,Production,Executive Producer,Jonathan Glickman
71034,16232,Production,Co-Producer,Derek Evans
71036,16232,Writing,Screenplay,Keith Mitchell
71039,16232,Directing,Director,Charles Stone III
71045,43539,Directing,Director,Paul Haggis
71046,43539,Production,Producer,Paul Haggis
71049,43539,Production,Producer,Olivier Delbosc
71050,43539,Production,Producer,Marc Missonnier
71054,43539,Art,Production Design,Laurence Bennett
71056,43539,Production,Executive Producer,Anthony Katagas
71057,43539,Writing,Screenplay,Fred Cavayé
71059,43539,Production,Executive Producer,Agnès Mentre
71060,43539,Production,Producer,Eugénie Grandval
71061,43539,Costume & Make-Up,Hair Department Head,Camille Friend
71062,9920,Sound,Music,Klaus Badelt
71065,9920,Sound,Sound Editor,Dean Beville
71067,9920,Costume & Make-Up,Costume Design,Joseph A. Porro
71068,9920,Sound,Sound Re-Recording Mixer,Ezra Dweck
71069,9920,Directing,Director,Kurt Wimmer
71071,9920,Art,Supervising Art Director,Bernardo Trujillo
71073,9920,Production,Executive Producer,Tony Mark
71077,9920,Costume & Make-Up,Hairstylist,Gemma Waugh
71081,9920,Production,Line Producer,Wan Allen
71087,9920,Art,Production Design,Choo Sung Pong
71094,9920,Production,Production Supervisor,Antonia Barnard
71098,9920,Crew,Additional Music,Dave Porter
71099,9920,Sound,Sound Editor,James Matheny
71104,9920,Sound,Sound Effects Designer,Steven Ticknor
71109,9920,Crew,Special Effects Coordinator,Darrell Pritchett
71113,9920,Sound,Music Editor,Christopher Brooks
71115,9920,Editing,First Assistant Editor,Maria Gonzales
71117,9920,Directing,Second Assistant Director,Jason Faulkner
71118,9920,Visual Effects,Visual Effects Supervisor,Victor Wong
71121,9920,Production,Production Manager,Petrina Ho
71122,9920,Production,Production Manager,Luo Gang
71126,9920,Camera,Camera Operator,Stanley Hung
71129,9920,Costume & Make-Up,Key Hair Stylist,Meinir Jones-Lewis
71131,9920,Lighting,Chief Lighting Technician,Chow Lam
71136,9920,Production,Casting Associate,Catherine Engel
71140,8978,Sound,Original Music Composer,Graeme Revell
71143,8978,Production,Executive Producer,Don Carmody
71149,8978,Editing,Digital Intermediate,Curtis Lindersmith
71152,8978,Costume & Make-Up,Costume Design,Vicki Graef
71155,8978,Writing,Screenplay,James DeMonaco
71157,8978,Directing,Director,Jean-François Richet
71158,8978,Camera,Director of Photography,Robert Gantz
71163,8978,Sound,Sound Effects Editor,Carla Murray
71164,8978,Production,Executive Producer,Joseph Kaufmann
71165,8978,Costume & Make-Up,Costume Design,Georgina Yarhi
71167,8978,Visual Effects,Visual Effects Supervisor,Dennis Berardi
71171,8978,Production,Executive Producer,Sebastien Lemercier
71172,8978,Costume & Make-Up,Key Hair Stylist,James D. Brown
71175,8978,Costume & Make-Up,Makeup Artist,Donald Mowat
71177,8978,Costume & Make-Up,Costume Supervisor,Richard Krough
71179,8978,Art,Construction Coordinator,Phillip Tellez
71183,8978,Directing,Script Supervisor,Dug Rotstein
71184,8978,Sound,Assistant Sound Editor,Alex Bullick
71193,8978,Crew,Property Master,Ron Hewitt
71203,8978,Camera,Camera Operator,Tony Guerin
71204,8978,Camera,Camera Operator,Mark Hryma
71208,8978,Crew,Unit Publicist,Robert A. Levine
71209,8978,Directing,Script Supervisor,Nadia Guglieri
71214,8978,Visual Effects,Special Effects Supervisor,Jason Board
71217,8978,Sound,Scoring Mixer,Mark Curry
71226,8978,Camera,Aerial Camera,Dave Tommasini
71228,8978,Camera,Grip,Craig Campbell
71229,8978,Costume & Make-Up,Hairstylist,Francine Francis-Lee
71231,8978,Crew,CG Supervisor,Kristy Blackwell
71232,8978,Crew,Craft Service,Beverley Bremner
71239,8978,Production,Publicist,Tony Muro
71240,8978,Sound,Production Sound Mixer,David Lee
71247,11702,Editing,Editor,Jay Cassidy
71249,11702,Directing,Director,Antoine Fuqua
71252,18550,Directing,Director,Kevin Hooks
71255,8869,Production,Executive Producer,Roland Emmerich
71259,8869,Sound,Original Music Composer,John Ottman
71264,8869,Production,Co-Producer,Kelly Van Horn
71267,8869,Art,Art Direction,Chas. Butcher
71270,8869,Crew,Makeup Effects,Leo Corey Castellano
71272,8869,Art,Set Decoration,Marcia Calosio
71276,8869,Camera,Director of Photography,John S. Bartley
71277,8869,Directing,Director,Ellory Elkayem
71278,8869,Writing,Screenplay,Ellory Elkayem
71279,8869,Writing,Story,Ellory Elkayem
71280,8869,Writing,Screenplay,Jesse Alexander
71282,8869,Writing,Story,Randy Kornfield
71285,8869,Crew,Stunts,John Alden
71292,8869,Sound,Sound Effects Editor,Kerry Ann Carmean
71299,8869,Crew,Carpenter,Steve Roll
71300,8869,Editing,Editor,David Siegel
71303,8869,Sound,Foley,Michael J. Broomberg
71305,8869,Sound,Sound Effects Editor,Gary Mundheim
71307,8869,Visual Effects,Visual Effects Supervisor,Karen E. Goulekas
71308,8869,Camera,Steadicam Operator,Gary L. Camp
71311,8869,Sound,Sound Effects Editor,Dan Hegeman
71313,8869,Camera,Still Photographer,Jon Baronn Farmer
71315,8869,Costume & Make-Up,Costume Supervisor,Deborah Hall
71316,8869,Costume & Make-Up,Key Set Costumer,Maggie McFarland
71317,8869,Art,Art Department Coordinator,Catherine A. McCabe
71336,8869,Art,Standby Painter,Kristen Spinning
71342,8869,Crew,Picture Car Coordinator,Gregg Singer
71344,8869,Crew,Propmaker,Neil Gahm
71349,8869,Sound,Production Sound Mixer,Peter Geoco
71354,8869,Crew,Stunts,Alex Madison
71358,8869,Crew,Animal Wrangler,Cris Rankin
71361,8869,Visual Effects,3D Artist,Carol Ashley
71364,43347,Directing,Director,Edward Zwick
71367,3489,Editing,Editor,Peter E. Berger
71368,3489,Production,Casting,Richard Pagano
