,id,vote_average,vote_count
2033,11453,4.7,225.0
2034,146239,6.2,551.0
2035,205588,6.0,160.0
2036,10878,5.4,154.0
2037,82650,6.0,223.0
2038,10279,6.3,112.0
2039,2294,6.4,480.0
2040,2176,5.4,201.0
2041,270487,5.7,1309.0
2042,19366,5.3,72.0
2043,204082,6.4,875.0
2044,24100,6.1,77.0
2045,1599,6.2,239.0
2046,5550,4.2,305.0
2047,30379,3.6,8.0
2048,42586,4.9,8.0
2049,17709,3.8,48.0
2050,287948,5.2,559.0
2051,7548,5.9,128.0
2052,9075,7.2,277.0
2053,11661,7.2,212.0
2054,109513,5.5,224.0
2055,12085,5.9,140.0
2056,204922,6.2,659.0
2057,38985,7.4,98.0
2058,44113,5.2,192.0
2059,21494,6.7,45.0
2060,164457,6.5,720.0
2061,4566,6.5,501.0
2062,17795,6.3,46.0
2063,1073,7.0,239.0
2064,153158,6.0,122.0
2065,81836,5.6,546.0
2066,10724,5.5,139.0
2067,9473,7.1,893.0
2068,2196,6.9,497.0
2069,1499,5.1,184.0
2070,20857,6.3,123.0
2071,82693,6.9,4742.0
2072,1646,7.5,356.0
2073,44944,7.0,22.0
2074,4108,6.6,1692.0
2075,8456,6.4,497.0
2076,7341,5.1,76.0
2077,19255,6.7,189.0
2078,10187,5.8,65.0
2079,31005,6.5,52.0
2080,49517,6.6,840.0
2081,44857,5.5,14.0
2082,50780,6.3,276.0
2083,16363,5.9,41.0
2084,1946,6.7,475.0
2085,85,7.7,3854.0
2086,772,6.3,2395.0
2087,840,7.2,1098.0
2088,9682,5.0,150.0
2089,96,6.1,613.0
2090,10678,5.4,183.0
2091,274,8.1,4443.0
2092,8872,6.5,728.0
2093,16290,6.4,428.0
2094,579,5.9,406.0
2095,14405,4.9,209.0
2096,138843,7.4,3092.0
2097,11637,5.2,221.0
2098,226486,5.0,500.0
2099,1584,6.7,1414.0
2100,9312,5.4,442.0
2101,12153,6.3,679.0
2102,65057,6.7,934.0
2103,8326,6.7,383.0
2104,35690,6.9,923.0
2105,76203,7.9,3674.0
2106,13497,6.2,116.0
2107,35688,6.1,29.0
2108,162,7.5,3601.0
2109,296096,7.6,2562.0
2110,103370,5.9,52.0
2111,1051,7.4,422.0
2112,376659,6.3,1252.0
2113,10073,3.6,222.0
2114,16690,6.1,290.0
2115,273895,7.4,817.0
2116,14873,5.6,269.0
2117,8968,4.6,191.0
2118,9963,5.8,381.0
2119,15655,6.3,143.0
2120,21208,6.7,1261.0
2121,272878,6.8,276.0
2122,9760,3.2,326.0
2123,314365,7.8,2686.0
2124,13279,5.9,292.0
2125,1975,5.2,283.0
2126,33644,6.0,24.0
2127,1649,5.9,308.0
2128,9895,5.8,129.0
2129,9570,6.1,131.0
2130,27579,5.8,481.0
2131,16052,7.0,114.0
2132,40264,4.2,315.0
2133,1164,6.9,1055.0
2134,239678,6.5,505.0
2135,14359,7.0,435.0
2136,3989,6.6,660.0
2137,76617,5.3,465.0
2138,1710,6.4,194.0
2139,4258,4.6,793.0
2140,20391,6.2,63.0
2141,10139,7.1,612.0
2142,335778,5.7,295.0
2143,9645,5.3,531.0
2144,55465,6.0,328.0
2145,617,6.3,444.0
2146,19904,5.4,167.0
2147,48289,6.3,257.0
2148,243,7.0,628.0
2149,6933,4.7,171.0
2150,17182,5.8,63.0
2151,8848,6.6,697.0
2152,38,7.9,3652.0
2153,38303,6.0,368.0
2154,1266,6.3,363.0
2155,107985,6.7,1778.0
2156,14043,5.8,143.0
2157,19901,6.0,634.0
2158,34016,5.9,525.0
2159,59860,6.0,593.0
2160,10069,5.3,155.0
2161,9588,6.5,119.0
2162,12819,5.3,124.0
2163,9954,5.2,288.0
2164,10115,6.3,148.0
2165,25132,5.1,44.0
2166,577,6.7,175.0
2167,328387,7.1,2181.0
2168,12690,6.3,299.0
2169,9945,5.8,255.0
2170,539,8.2,2320.0
2171,13596,5.4,220.0
2172,226857,6.7,542.0
2173,13159,5.6,130.0
2174,47941,4.9,7.0
2175,526,6.8,260.0
2176,22796,6.5,52.0
2177,2355,7.1,334.0
2178,5915,7.8,3045.0
2179,9842,5.6,111.0
2180,61012,5.0,432.0
2181,755,6.9,1603.0
2182,13682,6.4,88.0
2183,9089,6.3,39.0
2184,9470,7.2,831.0
2185,18357,4.3,20.0
2186,7979,7.3,394.0
2187,470,7.2,918.0
2188,15644,5.8,52.0
2189,9582,5.3,83.0
2190,10642,5.0,120.0
2191,22074,7.0,167.0
2192,2428,6.5,41.0
2193,290751,6.2,336.0
2194,13805,3.0,240.0
2195,4597,5.5,208.0
2196,9414,6.5,125.0
2197,63492,6.2,671.0
2198,81796,5.8,715.0
2199,10710,4.8,139.0
2200,15092,5.9,861.0
2201,11382,7.0,130.0
2202,15005,6.1,12.0
2203,8198,6.4,81.0
2204,6963,6.0,289.0
2205,15070,6.1,139.0
2206,12797,6.4,286.0
2207,17134,5.7,220.0
2208,41402,6.7,641.0
2209,18885,4.5,48.0
2210,4953,6.2,424.0
2211,10773,6.4,62.0
2212,146198,5.6,797.0
2213,2639,7.3,187.0
2214,10563,5.4,62.0
2215,295964,6.3,950.0
2216,5971,5.6,105.0
2217,9716,6.5,147.0
2218,11835,6.5,297.0
2219,26171,6.5,284.0
2220,31117,1.9,35.0
2221,9074,5.4,133.0
2222,14396,4.7,78.0
2223,15673,6.4,24.0
2224,42618,6.5,15.0
2225,171274,6.5,833.0
2226,24432,3.2,18.0
2227,109417,5.9,88.0
2228,13948,4.1,20.0
2229,106747,5.3,631.0
2230,10929,5.8,82.0
2231,14220,4.7,69.0
2232,46435,6.7,41.0
2233,256962,7.0,185.0
2234,48231,6.2,571.0
2235,3509,6.8,532.0
2236,82684,7.0,216.0
2237,12142,3.1,173.0
2238,23367,5.4,126.0
2239,10740,5.9,179.0
2240,241239,6.5,546.0
2241,14582,6.3,26.0
2242,14914,6.3,59.0
2243,3902,6.6,195.0
2244,77948,4.8,271.0
2245,21755,6.8,203.0
2246,4960,7.4,278.0
2247,128,8.2,1983.0
2248,14652,5.7,20.0
2249,40932,4.9,9.0
2250,16608,7.1,218.0
2251,334531,6.8,36.0
2252,32316,3.3,12.0
2253,7299,6.9,1552.0
2254,13405,6.5,52.0
2255,19457,6.0,97.0
2256,112937,2.2,8.0
2257,314385,5.4,156.0
2258,8953,6.4,102.0
2259,29078,5.8,14.0
2260,46503,5.9,286.0
2261,10448,6.2,33.0
2262,13688,6.1,107.0
2263,10353,5.8,221.0
2264,43935,4.5,139.0
2265,11458,5.5,48.0
2266,44638,6.0,31.0
2267,241257,5.3,585.0
2268,14538,6.6,35.0
2269,13250,6.3,130.0
2270,133931,5.3,68.0
2271,280871,5.0,3.0
2272,239897,0.5,1.0
2273,184341,6.1,109.0
2274,334074,5.4,404.0
2275,199373,6.1,465.0
2276,14202,7.1,312.0
2277,6968,7.1,157.0
2278,581,7.6,1046.0
2279,52449,5.4,1584.0
2280,12150,6.7,141.0
2281,11247,6.1,713.0
2282,4232,7.0,1476.0
2283,9378,5.4,440.0
2284,694,8.1,3757.0
2285,105,8.0,6079.0
2286,11377,5.5,209.0
2287,26367,6.0,40.0
2288,385383,3.9,8.0
2289,41210,5.9,583.0
2290,12090,5.3,404.0
2291,62630,6.5,208.0
2292,16110,4.6,8.0
2293,29427,6.2,633.0
2294,129,8.3,3840.0
2295,244114,5.9,43.0
2296,2669,6.5,108.0
2297,203833,7.4,1486.0
2298,13523,6.0,342.0
2299,25195,6.4,465.0
2300,17277,6.0,33.0
2301,50725,6.2,208.0
2302,82631,5.8,40.0
2303,73191,5.6,5.0
2304,22479,6.1,12.0
2305,340611,6.8,69.0
2306,10065,6.0,588.0
2307,2757,7.3,638.0
2308,11683,6.0,381.0
2309,244339,5.8,11.0
2310,1878,7.2,1301.0
2311,23082,6.0,518.0
2312,195589,6.2,2713.0
2313,854,6.6,2472.0
2314,2280,6.9,993.0
2315,496,6.5,1579.0
2316,8835,6.1,882.0
2317,157,6.4,434.0
2318,8643,6.3,659.0
2319,10402,5.5,308.0
2320,218043,3.7,392.0
2321,9043,6.2,249.0
2322,21301,5.6,74.0
2323,10147,6.5,656.0
2324,816,6.5,1013.0
2325,302688,5.5,322.0
2326,60307,6.3,238.0
2327,106,7.3,2093.0
2328,279,7.8,1076.0
2329,8617,4.8,167.0
2330,10625,6.9,2320.0
2331,10934,6.4,172.0
2332,5279,6.8,246.0
2333,10013,5.9,136.0
2334,194662,7.4,4535.0
2335,160588,7.0,1098.0
2336,9829,6.9,367.0
2337,10028,6.0,303.0
2338,10535,4.9,147.0
2339,790,6.4,311.0
2340,43959,6.9,342.0
2341,10364,6.7,72.0
2342,16991,5.6,225.0
2343,9610,5.8,383.0
2344,1578,7.7,938.0
2345,25643,5.6,180.0
2346,11904,6.7,167.0
2347,28665,5.5,135.0
2348,44115,7.0,2606.0
2349,10569,6.4,155.0
2350,10560,6.8,90.0
2351,333348,5.4,167.0
2352,20483,4.9,76.0
2353,11457,7.2,120.0
2354,321697,6.8,1573.0
2355,19840,5.1,197.0
2356,22327,5.9,319.0
2357,38665,3.7,14.0
2358,2575,6.2,92.0
2359,11644,7.3,236.0
2360,146227,4.9,246.0
2361,68924,6.9,176.0
2362,253235,5.7,164.0
2363,22102,5.6,56.0
2364,18701,6.4,23.0
2365,10068,5.8,177.0
2366,848,6.5,67.0
2367,36811,6.7,55.0
2368,522,7.3,630.0
2369,130150,6.7,299.0
2370,12246,6.5,158.0
2371,13809,6.9,836.0
2372,27380,3.5,15.0
2373,10549,7.3,117.0
2374,33870,6.8,28.0
2375,245703,6.2,694.0
2376,10739,6.2,149.0
2377,127560,6.7,273.0
2378,37903,7.2,255.0
2379,396152,5.3,11.0
2380,10017,5.9,108.0
2381,11468,7.0,104.0
2382,193613,6.7,83.0
2383,17436,4.4,60.0
2384,43434,6.7,50.0
2385,31166,5.6,20.0
2386,69848,9.3,2.0
2387,8408,6.9,270.0
2388,332411,4.5,179.0
2389,9389,6.7,77.0
2390,9626,5.0,206.0
2391,75638,6.0,376.0
2392,8363,7.0,2100.0
2393,15670,6.4,52.0
2394,290555,5.7,82.0
2395,8328,6.5,640.0
2396,10982,5.9,479.0
2397,205,7.5,793.0
2398,1620,5.9,966.0
2399,175541,5.8,16.0
2400,241254,4.6,218.0
2401,31932,5.4,18.0
2402,1933,7.4,1660.0
2403,679,7.7,3220.0
2404,11113,7.4,352.0
2405,3597,5.6,687.0
2406,193893,6.4,1219.0
2407,9675,6.9,478.0
2408,9988,5.8,172.0
2409,948,7.4,1035.0
2410,21765,4.7,30.0
2411,146304,6.7,110.0
2412,7516,6.4,534.0
2413,41439,5.8,730.0
2414,2752,5.2,297.0
2415,9429,5.9,198.0
2416,38117,6.0,849.0
2417,9792,6.1,705.0
2418,13778,5.1,64.0
2419,228203,7.4,213.0
2420,41382,5.6,54.0
2421,13960,6.0,32.0
2422,114150,7.3,2247.0
2423,26602,4.8,63.0
2424,10223,6.9,187.0
2425,16028,4.6,74.0
2426,15639,3.3,17.0
2427,16112,6.3,14.0
2428,26390,6.2,293.0
2429,27759,6.3,36.0
2430,109428,6.4,1723.0
2431,23049,5.6,101.0
2432,9310,4.9,95.0
2433,11411,4.1,318.0
2434,16988,3.0,6.0
2435,7304,7.0,331.0
2436,24747,5.5,19.0
2437,58048,2.9,15.0
2438,1491,7.1,1615.0
2439,2989,5.6,19.0
2440,10629,6.8,59.0
2441,255343,6.1,271.0
2442,4723,5.2,153.0
2443,10800,6.5,129.0
2444,25763,5.0,27.0
2445,79694,4.5,140.0
2446,4032,7.0,428.0
2447,18615,5.8,73.0
2448,10673,7.0,546.0
2449,4584,7.2,352.0
2450,2977,6.9,317.0
2451,10760,6.0,236.0
2452,11093,7.0,199.0
2453,207,8.1,2705.0
2454,8467,6.5,1859.0
2455,639,7.3,950.0
2456,24226,7.4,131.0
2457,9285,5.9,542.0
2458,14709,6.0,122.0
2459,74643,7.3,1049.0
2460,13788,4.8,365.0
2461,83666,7.6,1662.0
2462,10781,5.9,402.0
2463,318850,6.4,30.0
2464,13908,3.7,78.0
2465,1417,7.6,3041.0
2466,39180,4.8,44.0
2467,16161,7.4,55.0
2468,49950,5.3,224.0
2469,10956,5.5,242.0
2470,9594,5.3,215.0
2471,4638,7.4,2199.0
2472,13972,4.6,96.0
2473,5038,6.7,1020.0
2474,13491,6.4,76.0
2475,10571,5.4,103.0
2476,10994,7.2,108.0
2477,19994,5.3,837.0
2478,25166,5.4,43.0
2479,30890,7.0,127.0
2480,23169,6.9,948.0
2481,17403,5.7,42.0
2482,12120,5.3,131.0
2483,9800,7.6,988.0
2484,1090,6.8,378.0
2485,18475,4.6,10.0
2486,40160,5.1,36.0
2487,18074,5.5,34.0
2488,9689,6.4,113.0
2489,9781,6.7,100.0
2490,8009,6.8,624.0
2491,3877,6.7,90.0
2492,8854,4.3,48.0
2493,152599,6.2,250.0
2494,18840,6.9,21.0
2495,68727,6.5,956.0
2496,12657,4.7,108.0
2497,8265,6.8,615.0
2498,12410,6.3,29.0
2499,34647,7.2,387.0
2500,73935,4.8,91.0
2501,28178,7.7,1717.0
2502,185567,6.7,172.0
2503,264656,6.4,258.0
2504,35696,4.2,20.0
2505,16351,5.7,16.0
2506,38717,5.3,3.0
2507,18777,5.5,16.0
2508,2110,6.2,283.0
2509,9035,6.3,317.0
2510,90,6.8,961.0
2511,771,7.1,2414.0
2512,12154,5.8,253.0
2513,9576,6.9,421.0
2514,744,6.7,1698.0
2515,146,7.2,927.0
2516,14,7.9,3313.0
2517,45269,7.6,2752.0
2518,9493,5.7,559.0
2519,22556,6.4,52.0
2520,873,7.7,338.0
2521,33196,6.5,48.0
2522,205596,8.0,5723.0
2523,10765,6.0,102.0
2524,16769,7.2,67.0
2525,33217,5.9,355.0
2526,132232,6.0,1401.0
2527,11153,7.1,410.0
2528,208134,6.0,680.0
2529,1165,6.8,338.0
2530,4011,7.1,1444.0
2531,17202,6.1,33.0
2532,9587,7.0,215.0
2533,65086,6.1,1206.0
2534,10053,5.4,268.0
2535,11870,5.6,197.0
2536,11778,7.8,921.0
2537,586,6.7,270.0
2538,18736,5.7,280.0
2539,134411,5.8,1138.0
2540,287903,5.9,584.0
2541,9276,6.2,492.0
2542,15765,6.9,72.0
2543,2142,6.6,382.0
2544,11397,5.5,431.0
2545,77016,7.2,1170.0
2546,11478,5.8,156.0
2547,266856,7.8,3311.0
2548,13411,4.7,77.0
2549,10564,6.9,155.0
2550,947,7.8,851.0
2551,24150,5.1,267.0
2552,228970,7.0,951.0
2553,18405,6.2,440.0
2554,6961,6.2,230.0
2555,11442,4.5,228.0
2556,2493,7.6,1486.0
2557,14047,6.9,151.0
2558,64690,7.4,3725.0
2559,11132,5.1,221.0
2560,17127,5.6,72.0
2561,1562,6.5,1197.0
2562,232679,6.3,130.0
2563,17880,6.1,61.0
2564,14736,7.4,88.0
2565,9434,6.9,275.0
2566,23706,4.7,295.0
2567,11531,4.3,212.0
2568,9100,6.3,380.0
2569,116,7.3,1105.0
2570,38843,6.1,245.0
2571,1245,7.5,202.0
2572,4995,7.5,796.0
2573,10413,5.5,119.0
2574,14012,6.1,52.0
2575,9793,5.2,351.0
2576,12212,4.4,100.0
2577,13768,6.4,128.0
2578,8975,5.0,163.0
2579,342521,6.0,421.0
2580,45272,5.9,80.0
2581,9424,5.5,104.0
2582,97367,6.8,1653.0
2583,254904,6.0,639.0
2584,18681,5.3,42.0
2585,12162,7.2,1840.0
2586,11495,5.9,173.0
2587,64689,5.8,742.0
2588,157849,6.5,541.0
2589,13166,4.6,115.0
2590,15511,5.9,25.0
2591,37003,6.7,10.0
2592,12211,4.4,104.0
2593,13816,5.1,17.0
2594,51828,7.0,978.0
2595,22798,6.7,357.0
2596,7501,5.9,97.0
2597,10743,6.4,126.0
2598,37718,5.3,31.0
2599,15237,6.3,32.0
2600,9686,6.2,64.0
2601,17644,2.9,8.0
2602,97430,5.2,358.0
2603,12257,4.8,32.0
2604,13539,5.4,48.0
2605,68,7.5,861.0
2606,14024,6.0,211.0
2607,115,7.8,2926.0
2608,7874,6.6,243.0
2609,4911,6.5,85.0
2610,1988,6.7,95.0
2611,16222,5.0,37.0
2612,9557,4.7,146.0
2613,9026,6.7,127.0
2614,57943,4.7,3.0
2615,18276,5.5,44.0
2616,8321,7.4,1388.0
2617,72359,5.6,26.0
2618,10186,5.6,156.0
2619,25704,5.0,100.0
2620,133694,6.0,243.0
2621,19265,6.8,350.0
2622,36047,4.7,15.0
2623,8053,7.0,177.0
2624,2290,6.0,90.0
2625,5236,7.2,886.0
2626,6552,6.1,182.0
2627,1018,7.6,1477.0
2628,10075,5.4,87.0
2629,38031,5.8,251.0
2630,42188,6.8,737.0
2631,112430,7.0,12.0
2632,6687,6.5,195.0
2633,13853,4.8,27.0
2634,31306,6.5,12.0
2635,8461,6.3,545.0
2636,331592,5.5,31.0
2637,47692,6.6,23.0
2638,19,8.0,657.0
2639,10045,6.5,565.0
2640,400,6.7,85.0
2641,253450,6.6,157.0
2642,9104,6.5,93.0
2643,11190,7.4,100.0
2644,16353,6.0,152.0
2645,23759,5.9,386.0
2646,24206,5.0,22.0
2647,10185,6.0,290.0
2648,75033,5.2,5.0
2649,74536,4.8,92.0
2650,31668,6.1,7.0
2651,13501,5.7,41.0
2652,15208,5.6,31.0
2653,172391,5.8,72.0
2654,262543,5.6,670.0
2655,9288,4.8,36.0
2656,370980,7.3,12.0
2657,20083,6.7,65.0
2658,40880,4.5,2.0
2659,137,7.4,2301.0
2660,264999,6.3,706.0
2661,454,6.7,1374.0
2662,53457,7.2,196.0
2663,288980,5.8,9.0
2664,33,7.7,1113.0
2665,1951,6.9,78.0
2666,12405,7.6,2827.0
2667,10998,6.6,291.0
2668,114,7.0,1746.0
2669,9396,5.5,303.0
2670,319910,5.0,10.0
2671,2604,6.7,395.0
2672,864,6.8,491.0
2673,14435,5.3,299.0
2674,1931,6.1,88.0
2675,691,6.6,507.0
2676,9877,5.6,290.0
2677,62008,6.2,45.0
2678,12227,6.5,135.0
2679,13824,5.1,83.0
2680,71688,6.2,527.0
2681,15173,6.4,22.0
2682,8291,6.9,47.0
2683,13950,5.8,48.0
2684,12158,4.5,111.0
2685,11586,4.5,133.0
2686,10008,5.3,142.0
2687,2830,4.4,180.0
2688,12403,6.2,351.0
2689,34563,5.7,39.0
2690,14557,5.6,49.0
2691,10368,5.8,32.0
2692,10280,5.5,124.0
2693,12637,6.1,67.0
2694,34152,6.7,31.0
2695,14434,5.0,55.0
2696,11470,4.5,291.0
2697,10741,6.4,119.0
2698,24940,5.3,73.0
2699,82679,5.5,134.0
2700,2013,7.4,283.0
2701,1440,6.9,240.0
2702,18041,5.5,68.0
2703,28029,6.2,21.0
2704,1123,6.4,25.0
2705,14033,4.4,49.0
2706,87729,5.2,10.0
2707,16899,6.3,108.0
2708,41317,5.8,1.0
2709,245700,6.3,204.0
2710,37842,5.8,22.0
2711,9045,7.1,75.0
2712,44092,6.7,57.0
2713,16005,6.3,55.0
2714,44754,6.1,86.0
2715,23988,4.0,97.0
2716,43949,7.4,418.0
2717,142,7.5,1480.0
2718,9603,6.9,803.0
2719,10712,6.9,144.0
2720,243938,5.0,354.0
2721,10876,6.8,128.0
2722,86838,6.7,1206.0
2723,25208,6.0,27.0
2724,613,7.7,1037.0
2725,1913,7.2,219.0
2726,97370,6.0,1102.0
2727,801,7.1,642.0
2728,70829,4.7,7.0
2729,54518,4.8,154.0
2730,44214,7.3,4430.0
2731,240,8.3,3338.0
2732,9816,6.3,352.0
2733,10131,5.8,281.0
2734,339984,6.7,186.0
2735,8859,5.2,509.0
2736,11967,6.6,258.0
2737,239563,7.1,763.0
2738,222899,6.0,210.0
2739,4951,7.3,1701.0
2740,10985,5.7,151.0
2741,9644,5.7,157.0
2742,332567,6.2,1567.0
2743,1954,7.3,2060.0
2744,15489,4.8,51.0
2745,15250,7.1,29.0
2746,22345,3.3,75.0
2747,9448,6.1,109.0
2748,38223,5.7,46.0
2749,11186,5.8,308.0
2750,136835,5.6,181.0
2751,5876,6.7,1399.0
2752,264660,7.6,4737.0
2753,492,7.3,1101.0
2754,25462,6.6,17.0
2755,238603,5.7,290.0
2756,10691,6.6,96.0
2757,1251,7.2,541.0
2758,5172,6.2,123.0
2759,58680,5.5,10.0
2760,264644,8.1,2757.0
2761,14577,6.5,66.0
2762,11592,6.4,135.0
2763,16406,5.7,67.0
2764,19052,6.6,7.0
2765,3682,5.5,135.0
2766,9683,5.1,163.0
2767,2084,6.1,103.0
2768,107811,5.7,737.0
2769,2266,6.8,207.0
2770,13074,5.9,60.0
2771,144340,5.4,304.0
2772,48217,6.7,11.0
2773,28211,5.9,498.0
2774,47502,4.8,4.0
2775,9950,6.5,138.0
2776,84892,7.7,2968.0
2777,24227,4.5,10.0
2778,9672,6.4,60.0
2779,44853,5.6,17.0
2780,157544,4.6,243.0
2781,59678,6.3,733.0
2782,79777,5.8,45.0
2783,158011,6.6,1257.0
2784,407887,5.8,29.0
2785,17043,5.3,34.0
2786,8952,6.4,503.0
2787,62204,7.1,109.0
2788,13435,6.7,137.0
2789,17187,6.9,96.0
2790,319,7.5,749.0
2791,59457,5.9,92.0
2792,9504,7.5,323.0
2793,37414,6.0,173.0
2794,6217,6.0,94.0
2795,26688,5.4,177.0
2796,43867,8.4,11.0
2797,6615,7.1,509.0
2798,14574,7.7,1451.0
2799,16,7.6,377.0
2800,39780,6.2,25.0
2801,21612,7.3,31.0
2802,36691,5.8,84.0
2803,23631,6.3,1150.0
2804,45324,6.0,94.0
2805,12144,7.0,640.0
2806,11658,7.4,133.0
2807,56601,6.3,30.0
2808,9552,7.5,2005.0
2809,578,7.5,2542.0
2810,2105,6.4,2296.0
2811,126319,7.6,142.0
2812,10136,5.6,304.0
2813,67660,6.9,281.0
2814,10611,6.2,137.0
2815,154,7.3,675.0
2816,3049,6.4,1648.0
2817,860,7.0,504.0
2818,9281,7.0,375.0
2819,75674,6.3,417.0
2820,9762,6.7,1060.0
2821,3179,6.5,168.0
2822,184,7.3,1514.0
2823,13335,6.2,497.0
2824,76726,6.6,1935.0
2825,10269,6.2,51.0
2826,36819,6.6,249.0
2827,17130,4.7,158.0
2828,57214,6.5,1564.0
2829,11202,7.3,323.0
2830,9357,6.6,435.0
2831,13812,5.5,339.0
2832,9030,5.5,281.0
2833,19084,4.7,30.0
2834,8386,6.3,218.0
2835,10437,7.2,212.0
2836,1360,7.3,383.0
2837,101267,6.5,85.0
2838,222935,7.6,3759.0
2839,10220,6.9,439.0
2840,284296,6.3,210.0
2841,31915,5.4,25.0
2842,11601,6.5,330.0
2843,205220,7.4,579.0
2844,11354,6.4,72.0
2845,16241,6.6,101.0
2846,14191,5.8,364.0
2847,286565,6.1,1937.0
2848,26710,4.3,15.0
2849,129670,7.4,636.0
2850,9059,6.7,94.0
2851,34549,5.4,33.0
2852,57157,5.6,364.0
2853,1948,6.6,1151.0
2854,28353,5.3,8.0
2855,46889,5.3,11.0
2856,38093,6.1,99.0
2857,14976,6.1,163.0
2858,11027,6.4,110.0
2859,3635,6.4,377.0
2860,387,7.9,613.0
2861,6020,4.6,47.0
2862,122906,7.8,2067.0
2863,9550,7.1,439.0
2864,60599,6.1,294.0
2865,227719,6.4,933.0
2866,14299,6.9,86.0
2867,19419,4.9,23.0
2868,12088,5.7,168.0
2869,14799,5.9,43.0
2870,9466,6.0,111.0
2871,7510,5.8,78.0
2872,31246,3.0,23.0
2873,61752,5.7,16.0
2874,10944,4.6,89.0
2875,10362,6.6,154.0
2876,14778,6.0,22.0
2877,1255,6.7,537.0
2878,45226,6.8,4.0
2879,10212,6.9,141.0
2880,8669,6.5,225.0
2881,179144,7.3,720.0
2882,16857,6.4,53.0
2883,86825,6.5,882.0
2884,844,6.9,206.0
2885,8060,6.1,38.0
2886,15907,6.9,41.0
2887,38448,6.5,84.0
2888,327,6.8,107.0
2889,9260,6.2,50.0
2890,61337,6.1,9.0
2891,13079,6.1,88.0
2892,89325,5.3,22.0
2893,4170,6.8,67.0
2894,41508,6.5,28.0
2895,12479,5.2,28.0
2896,44555,4.8,13.0
2897,10133,6.7,192.0
2898,21345,7.6,55.0
2899,173931,3.0,3.0
2900,61984,6.3,59.0
2901,50601,5.8,62.0
2902,26466,6.9,612.0
2903,345003,4.3,5.0
2904,236751,6.0,229.0
2905,107,7.7,2912.0
2906,357837,4.3,2.0
2907,8913,6.4,407.0
2908,13889,7.5,20.0
2909,18530,5.5,29.0
2910,358451,6.3,5.0
2911,927,6.9,1596.0
2912,11,8.1,6624.0
2913,291870,5.7,1406.0
2914,907,7.4,247.0
2915,206563,7.1,242.0
2916,11887,6.2,821.0
2917,45317,7.2,1486.0
2918,12094,6.4,298.0
2919,10377,7.3,384.0
2920,249164,7.3,1368.0
2921,256092,3.9,74.0
2922,9942,6.6,217.0
2923,10748,5.6,142.0
2924,1817,6.7,1062.0
2925,10229,7.5,1018.0
2926,687,7.3,337.0
2927,796,6.6,827.0
2928,22804,6.0,722.0
2929,10156,6.5,204.0
2930,12837,7.4,158.0
2931,17708,4.1,54.0
2932,13937,5.9,65.0
2933,28932,6.4,29.0
2934,31909,5.5,57.0
2935,167073,7.2,1213.0
2936,3175,7.7,505.0
2937,14369,5.8,53.0
2938,16888,5.7,34.0
2939,121826,6.3,139.0
2940,10646,4.9,74.0
2941,12149,7.0,334.0
2942,304357,7.3,440.0
2943,11184,6.6,131.0
2944,766,7.3,838.0
2945,20009,5.4,60.0
2946,1587,7.5,919.0
2947,30973,8.2,12.0
2948,11109,6.8,80.0
2949,9027,5.1,75.0
2950,63020,6.6,9.0
2951,86829,7.2,834.0
2952,11065,5.8,75.0
2953,13888,5.1,153.0
2954,42345,5.9,16.0
2955,13994,6.0,33.0
2956,1590,6.2,42.0
2957,62728,5.6,35.0
2958,11917,5.9,820.0
2959,45138,7.3,6.0
2960,80271,5.9,881.0
2961,4657,5.7,25.0
2962,14395,6.1,42.0
2963,24137,6.3,46.0
2964,190847,5.2,302.0
2965,11056,5.6,112.0
2966,62,7.9,2998.0
2967,601,7.3,3269.0
2968,13067,5.8,160.0
2969,25379,6.8,6.0
2970,88641,8.5,2.0
2971,58051,5.2,29.0
2972,14877,5.0,16.0
2973,96399,6.4,35.0
2974,304410,7.0,766.0
2975,489,7.9,2811.0
2976,373314,5.3,149.0
2977,214,6.1,1071.0
2978,10890,6.5,249.0
2979,1588,5.8,568.0
2980,316727,6.1,1306.0
2981,10314,5.7,418.0
2982,663,5.9,903.0
2983,11804,5.6,261.0
2984,16781,6.0,77.0
2985,11873,6.7,291.0
2986,9289,7.2,234.0
2987,10414,6.4,198.0
2988,1970,5.8,865.0
2989,9614,6.5,755.0
2990,8922,6.1,720.0
2991,1648,6.7,454.0
2992,17917,7.0,103.0
2993,74534,6.9,459.0
2994,19405,6.6,67.0
2995,9355,5.9,748.0
2996,10999,6.4,742.0
2997,321258,5.8,1102.0
2998,44040,5.8,816.0
2999,10426,6.0,100.0
3000,280092,6.2,983.0
3001,13938,6.4,69.0
3002,10163,5.4,197.0
3003,12182,6.4,379.0
3004,1832,6.8,823.0
3005,9034,5.5,62.0
3006,15301,6.2,161.0
3007,10135,6.3,252.0
3008,26352,6.0,31.0
3009,20616,5.0,70.0
3010,9794,5.3,153.0
3011,15037,6.1,122.0
3012,227,6.9,291.0
3013,294272,6.2,679.0
3014,11336,6.9,311.0
3015,283445,5.4,581.0
3016,88036,5.8,36.0
3017,10984,5.0,114.0
3018,22824,5.8,441.0
3019,9526,6.4,81.0
3020,39349,5.2,13.0
3021,15983,5.3,49.0
3022,14544,6.1,27.0
3023,11545,7.5,676.0
3024,42684,4.7,507.0
3025,268238,6.3,272.0
3026,8359,6.4,34.0
3027,15648,5.5,203.0
